,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
618,20,RL,9360,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,ALQ,982,Unf,0,179,1161,GasA,3,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,4,5,Typ,1,3,Attchd,RFn,2,676,3,3,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,197500
619,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,3,3,CBlock,3,3,No,Rec,620,LwQ,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,4,Attchd,RFn,1,338,3,3,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,139000
620,30,RL,6305,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,3,4,PConc,2,2,No,Unf,0,Unf,0,920,920,GasA,5,Y,SBrkr,954,0,0,954,0,0,1,0,2,1,2,5,Typ,1,4,Basment,Unf,1,240,2,3,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,119750
621,85,RL,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,3,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,5,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,4,7,Typ,1,5,BuiltIn,RFn,2,672,3,3,Y,0,0,177,0,0,0,0,7,2009,ConLD,Normal,198500
622,20,RL,7064,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,3,3,No,BLQ,560,Unf,0,420,980,GasA,3,Y,SBrkr,980,0,0,980,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,2,484,3,3,Y,192,0,0,0,0,0,0,7,2009,WD,Normal,135000
623,60,RL,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Mn,GLQ,486,Unf,0,434,920,GasA,5,Y,SBrkr,920,866,0,1786,1,0,2,1,3,1,4,6,Typ,1,3,Attchd,RFn,2,608,3,3,Y,0,42,0,0,0,0,0,9,2008,WD,Normal,223500
624,20,RL,10084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,Av,GLQ,1369,Unf,0,317,1686,GasA,5,Y,SBrkr,1694,0,0,1694,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,2,636,3,3,Y,255,57,0,0,0,0,0,8,2007,WD,Normal,307000
625,20,RL,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,3,4,CBlock,3,3,No,ALQ,680,Unf,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,Typ,1,4,Detchd,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,132000
626,20,RL,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,3,3,CBlock,3,3,No,Rec,988,Unf,0,200,1188,GasA,4,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,3,6,Min2,1,3,Detchd,Unf,2,576,3,3,Y,304,0,0,0,0,0,0,11,2006,WD,Normal,168000
627,60,RL,9240,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,1055,1055,GasA,5,Y,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,Fin,2,905,3,3,Y,0,45,0,0,189,0,0,9,2008,WD,Normal,287000
628,60,RL,11584,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,GLQ,315,Rec,110,114,539,GasA,3,Y,SBrkr,1040,685,0,1725,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,RFn,2,550,3,3,Y,0,88,216,0,0,0,0,11,2007,WD,Normal,197000
629,20,RL,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,BLQ,360,Unf,0,710,1070,GasA,3,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,4,6,Min1,1,2,Attchd,Unf,1,447,3,3,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,134450
630,20,RL,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,3,3,CBlock,3,3,No,LwQ,369,Unf,0,671,1040,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,RFn,1,286,3,3,Y,140,0,252,0,0,0,0,7,2006,WD,Normal,133700
631,20,RL,11478,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,No,GLQ,1218,Unf,0,486,1704,GasA,5,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3,772,3,3,Y,0,50,0,0,0,0,0,5,2010,WD,Normal,306000
632,20,RL,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,4,3,No,ALQ,644,Unf,0,549,1193,GasA,3,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,3,7,Typ,1,3,Attchd,Fin,2,478,3,3,Y,0,0,0,0,189,0,0,5,2008,COD,Abnorml,180000
633,20,FV,11216,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,No,Unf,0,Unf,0,1489,1489,GasA,5,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,2,776,3,3,Y,0,140,0,0,0,0,0,6,2006,New,Partial,232600
634,120,RL,3635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,ALQ,988,Unf,0,398,1386,GasA,5,Y,SBrkr,1569,0,0,1569,0,1,2,0,1,1,4,7,Typ,1,3,Attchd,RFn,3,660,3,3,Y,143,20,0,0,0,0,0,5,2009,WD,Normal,175900
635,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,1212,1212,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,573,3,3,Y,356,0,0,0,0,0,0,6,2009,WD,Normal,178000
636,20,RL,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,GLQ,788,Unf,0,785,1573,GasA,5,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,544,3,3,Y,0,72,0,0,0,0,0,3,2009,WD,Normal,227000
637,60,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,Rec,247,Unf,0,485,732,GasA,4,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,3,8,Min2,1,3,Attchd,RFn,2,484,3,3,Y,148,0,0,0,147,0,0,11,2006,WD,Normal,165150
638,70,RL,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,Gd,GLQ,1309,Unf,0,15,1324,GasA,5,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,Typ,1,3,Attchd,RFn,2,528,3,3,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,223500
639,60,FV,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,No,Rec,503,Unf,0,361,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,673,3,3,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207500
640,20,RL,14230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,No,Unf,0,Unf,0,1566,1566,GasA,5,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,RFn,3,890,3,3,Y,0,56,0,0,0,0,0,7,2009,WD,Normal,256300
641,20,RL,14157,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,5,3,Gd,GLQ,1249,Unf,0,673,1922,GasA,5,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,Fin,3,676,3,3,Y,178,51,0,0,0,0,0,7,2007,WD,Normal,377426
642,60,RL,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,5,3,Av,Unf,0,Unf,0,846,846,GasA,4,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,RFn,2,650,3,3,Y,208,114,0,0,0,0,0,7,2009,New,Partial,224500
643,20,FV,11096,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,Av,GLQ,24,Unf,0,1632,1656,GasA,5,Y,SBrkr,1656,0,0,1656,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,RFn,3,826,3,3,Y,0,146,0,0,0,0,0,7,2007,WD,Normal,249700
644,30,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,3,3,BrkTil,2,3,No,Unf,0,Unf,0,641,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,Unf,1,273,2,2,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
645,60,RL,20431,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,5,3,PConc,5,3,No,GLQ,1410,Unf,0,438,1848,GasA,5,Y,SBrkr,1848,880,0,2728,1,0,2,1,4,1,5,10,Typ,2,5,Attchd,Fin,3,706,3,3,Y,0,0,0,0,0,0,0,4,2006,New,Partial,437154
646,20,RL,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,3,3,CBlock,3,3,No,BLQ,490,Unf,0,935,1425,GasA,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,RFn,2,576,3,3,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,180500
647,30,RL,8854,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,3,BrkTil,3,3,No,Unf,0,Unf,0,952,952,Grav,2,N,FuseF,952,0,0,952,0,0,1,0,2,1,2,4,Typ,1,4,Detchd,Unf,1,192,2,1,P,0,98,0,0,40,0,0,5,2009,WD,Normal,121000
648,20,RL,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,ALQ,716,Unf,0,274,990,GasA,5,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,3,5,Typ,0,0,Attchd,Unf,2,576,3,3,Y,224,0,0,0,0,0,0,7,2006,WD,Normal,156000
649,80,RL,21453,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,3,3,CBlock,3,3,Gd,ALQ,938,Unf,0,0,938,GasA,5,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,3,4,Typ,2,3,Attchd,Unf,2,540,3,3,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
650,20,RH,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,No,Rec,1056,Unf,0,0,1056,GasA,3,Y,SBrkr,1056,0,0,1056,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,384,3,3,Y,0,42,0,0,0,0,0,11,2006,WD,Normal,107000
651,20,RL,14892,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5,3,PConc,5,3,Gd,GLQ,1320,Unf,0,426,1746,GasA,5,Y,SBrkr,1746,0,0,1746,1,0,2,0,3,1,5,7,Typ,2,4,Attchd,Fin,3,758,3,3,Y,201,39,0,0,0,0,0,10,2009,WD,Normal,377500
652,60,RL,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,PConc,4,3,No,Unf,0,Unf,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,Fin,2,427,3,3,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
653,80,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,4,3,Av,ALQ,444,Unf,0,76,520,GasA,5,Y,SBrkr,1464,0,0,1464,0,1,2,0,3,1,3,6,Min2,1,3,Attchd,RFn,2,480,3,3,Y,302,0,0,0,100,0,0,10,2009,WD,Normal,175000
654,60,RL,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,831,831,GasA,5,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,493,3,3,Y,144,68,0,0,0,0,0,7,2009,WD,Normal,195000
655,120,RL,7658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,5,3,PConc,5,3,No,GLQ,456,Unf,0,1296,1752,GasA,5,Y,SBrkr,1752,0,0,1752,1,0,2,0,2,1,5,6,Typ,1,4,Attchd,RFn,2,576,3,3,Y,196,82,0,0,0,0,0,2,2010,WD,Normal,319900
656,90,RL,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,No,GLQ,498,Rec,211,652,1361,GasA,5,Y,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,12,Typ,1,3,BuiltIn,RFn,2,600,3,3,N,155,24,145,0,0,0,8300,8,2007,WD,Normal,190000
657,60,RL,40094,Pave,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5,3,PConc,5,3,Gd,GLQ,2260,Unf,0,878,3138,GasA,5,Y,SBrkr,3138,1538,0,4676,1,0,3,1,3,1,5,11,Typ,1,4,BuiltIn,Fin,3,884,3,3,Y,208,406,0,0,0,0,0,10,2007,New,Partial,184750
658,45,RM,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,3,3,BrkTil,3,3,No,ALQ,784,Unf,0,0,784,GasA,4,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,4,5,Typ,0,0,NA,NA,0,0,0,0,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,109500
659,20,RL,6970,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,3,3,CBlock,3,3,No,ALQ,932,Unf,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,Typ,0,0,Attchd,RFn,2,544,3,3,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,129000
660,20,RL,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,No,Rec,547,Unf,0,504,1051,GasA,4,Y,SBrkr,1382,0,0,1382,0,0,1,1,3,1,3,6,Typ,1,1,Attchd,Unf,2,459,3,3,Y,0,82,0,0,0,0,0,10,2006,WD,Normal,148000
661,60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,3,3,CBlock,3,3,Mn,Rec,438,Unf,0,234,672,GasA,3,Y,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,440,3,3,Y,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
662,20,RL,5000,Pave,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,2,2,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,2,N,FuseF,334,0,0,334,0,0,1,0,1,1,2,2,Typ,0,0,NA,NA,0,0,0,0,N,0,0,0,0,0,0,0,1,2007,WD,Normal,39300
663,160,FV,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,No,Unf,0,Unf,0,600,600,GasA,5,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,RFn,2,480,3,3,Y,0,172,0,0,0,0,0,6,2010,WD,Normal,151000
664,120,RM,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,No,Unf,0,Unf,0,1375,1375,GasA,5,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,4,6,Typ,1,3,Attchd,Fin,2,398,3,3,Y,144,20,0,0,0,0,0,5,2006,WD,Normal,178740
665,90,RL,8944,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,No,Unf,0,Unf,0,1584,1584,GasA,3,Y,SBrkr,1584,0,0,1584,0,0,2,0,4,2,3,8,Mod,0,0,Detchd,Unf,3,792,3,3,Y,0,152,0,0,0,0,0,4,2009,WD,Normal,124000
666,70,RL,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,3,3,PConc,4,3,No,Unf,0,Unf,0,792,792,GasA,2,Y,SBrkr,792,725,0,1517,0,0,1,0,3,1,4,7,Typ,2,4,Detchd,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,230000
667,20,RL,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,4,CBlock,3,3,No,ALQ,656,Unf,0,602,1258,GasA,5,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,4,5,Typ,0,0,Attchd,RFn,2,528,3,3,Y,55,0,0,216,0,0,0,10,2008,COD,Abnorml,145000
668,20,RL,6173,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,3,3,CBlock,3,3,No,GLQ,599,Unf,0,277,876,GasA,3,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,125500
669,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,No,ALQ,941,Unf,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000
670,30,RL,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,3,4,BrkTil,4,3,No,ALQ,713,Unf,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,432,3,3,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
671,60,RL,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,3,4,CBlock,4,3,No,LwQ,187,Rec,723,111,1021,GasA,3,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,Sev,1,1,CarPort,Unf,2,596,3,3,Y,0,265,0,0,0,0,0,8,2007,WD,Abnorml,129000
672,20,RL,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,Av,GLQ,724,Unf,0,508,1232,GasA,5,Y,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,RFn,2,632,3,3,Y,132,0,0,0,0,0,0,2,2009,WD,Normal,194500
673,20,RL,7180,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,Av,ALQ,390,Unf,0,474,864,GasA,3,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,1,352,3,3,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,127000
674,60,RL,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,4,3,CBlock,4,3,Av,GLQ,421,Unf,0,386,807,GasA,4,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,Fin,2,575,3,3,Y,0,84,0,196,0,0,0,1,2007,WD,Normal,228500
675,60,RL,12011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,Av,GLQ,956,Unf,0,130,1086,GasA,5,Y,SBrkr,1086,838,0,1924,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,RFn,2,592,3,3,Y,208,75,0,0,374,0,0,6,2006,WD,Normal,280000
676,70,RL,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,4,3,BrkTil,4,3,No,Unf,0,Unf,0,1276,1276,GasA,5,Y,SBrkr,1276,804,0,2080,0,0,1,1,3,1,4,9,Typ,2,4,Detchd,Unf,1,282,3,3,Y,0,0,0,0,145,0,0,6,2009,WD,Normal,234000
